person_id,time,x,y
16,28,690.4716186523438,362.70965576171875
16,29,686.2623291015625,363.9824523925781
16,30,686.07373046875,363.17425537109375
16,31,687.5323486328125,361.53851318359375
22,44,637.117431640625,380.2947998046875
27,68,612.100830078125,347.6055908203125
27,69,608.2665405273438,345.7327880859375
27,73,603.692138671875,342.64892578125
27,74,602.676513671875,341.52191162109375
33,97,549.4544067382812,338.730712890625
37,100,520.843994140625,380.10699462890625
37,101,519.949951171875,380.23992919921875
37,102,519.0401000976562,380.951171875
37,103,517.1766357421875,381.0319519042969
39,103,239.09820556640625,536.4935302734375
37,104,515.773681640625,380.63775634765625
39,104,239.9022216796875,535.5857543945312
37,105,512.1909790039062,380.6824951171875
39,105,241.4351043701172,533.9329833984375
37,106,509.5977783203125,380.4901123046875
37,107,508.2332763671875,382.76654052734375
39,107,245.2627716064453,521.9732666015625
39,109,248.96368408203125,516.91552734375
39,110,250.82730102539062,515.5419921875
39,111,252.8455352783203,503.9722900390625
39,112,254.86502075195312,510.63726806640625
37,112,504.1927185058594,380.7855224609375
39,113,257.181396484375,510.7713928222656
37,113,503.37255859375,380.50018310546875
39,114,258.5281982421875,499.12725830078125
37,114,502.30352783203125,381.1461181640625
39,115,260.360107421875,495.037841796875
37,115,502.25372314453125,380.4716796875
39,116,261.8977355957031,488.6434631347656
37,116,502.1763000488281,380.6092529296875
39,117,263.8542785644531,484.3968811035156
37,117,501.6766052246094,380.3538513183594
39,118,266.1709289550781,481.13983154296875
37,118,500.2432556152344,380.1202392578125
39,119,267.8896484375,479.76983642578125
37,119,497.46881103515625,379.28515625
39,120,271.7755432128906,487.58563232421875
37,120,495.64337158203125,378.79901123046875
39,121,273.73223876953125,486.2692565917969
37,121,496.9446105957031,378.02703857421875
37,122,495.2928466796875,376.9896240234375
37,123,494.591796875,376.0273742675781
39,123,277.51629638671875,482.26611328125
37,124,493.5653076171875,375.0394592285156
37,125,492.76409912109375,374.172607421875
39,125,281.1277770996094,475.17828369140625
37,126,490.7165832519531,372.66387939453125
39,126,283.4060974121094,473.4937744140625
37,127,488.984619140625,371.5591125488281
39,127,285.53643798828125,473.3397216796875
37,128,487.4855041503906,370.919189453125
39,128,287.59735107421875,473.92132568359375
37,129,485.5086669921875,366.84698486328125
37,130,483.2737731933594,367.78839111328125
39,130,290.78582763671875,472.6012268066406
37,132,481.248779296875,367.71649169921875
37,133,477.40234375,370.00341796875
37,134,475.21441650390625,370.5523681640625
37,135,470.83111572265625,371.68255615234375
37,136,469.51171875,371.6416015625
59,152,347.6842041015625,414.5540771484375
59,153,349.8065185546875,414.02337646484375
37,153,439.03778076171875,372.9922790527344
61,154,421.09375,345.8431396484375
61,155,419.9422607421875,345.594482421875
59,155,355.5950927734375,411.4693603515625
61,156,418.9493103027344,345.8889465332031
59,157,361.5203857421875,411.0371398925781
59,158,364.4747314453125,411.0453186035156
59,159,366.66888427734375,411.06927490234375
59,160,369.52044677734375,410.62384033203125
59,161,372.8070068359375,409.58599853515625
59,162,375.6768798828125,408.4779052734375
59,163,379.6653747558594,407.748779296875
69,174,379.3395690917969,330.96319580078125
69,175,378.25360107421875,342.22235107421875
69,176,376.6846923828125,346.1832275390625
72,180,362.78424072265625,344.5133972167969
72,181,362.32891845703125,344.46612548828125
72,182,363.3672790527344,344.899169921875
84,228,323.78448486328125,541.3079833984375
84,229,322.6298828125,539.4364013671875
84,230,321.403564453125,537.478515625
84,231,317.85687255859375,536.21533203125
89,231,31.835208892822266,313.314697265625
84,232,316.45770263671875,534.5489501953125
89,232,34.048065185546875,311.97210693359375
84,233,315.6781005859375,532.86962890625
90,233,280.82916259765625,536.6124267578125
90,234,279.62896728515625,534.651123046875
89,234,39.485809326171875,314.44915771484375
90,235,277.66845703125,531.256103515625
89,235,43.94446563720703,315.5164489746094
90,236,276.1046142578125,524.2708129882812
89,236,46.576171875,315.4168701171875
93,236,309.5543212890625,516.2684936523438
90,237,275.2593078613281,520.79345703125
89,237,48.0041389465332,315.21124267578125
93,237,307.9854736328125,512.425537109375
90,238,274.7188415527344,519.0549926757812
90,239,273.27911376953125,517.5455932617188
97,239,608.5615844726562,344.1572265625
89,239,52.47118377685547,315.54730224609375
90,240,274.02032470703125,517.1944580078125
97,240,610.4456787109375,342.27349853515625
89,240,55.34584045410156,315.15380859375
90,241,272.9563903808594,516.2160034179688
97,241,614.714111328125,343.82574462890625
101,241,226.89837646484375,379.23101806640625
90,242,271.8608093261719,513.1956787109375
97,242,617.6985473632812,344.25030517578125
101,242,227.14739990234375,378.845458984375
84,242,296.7051696777344,506.25103759765625
90,243,272.1853942871094,513.4034423828125
101,243,224.57826232910156,379.59521484375
84,243,295.6904296875,505.0426025390625
90,244,276.6673278808594,508.5626220703125
101,244,227.44976806640625,379.923583984375
84,244,293.36090087890625,502.485595703125
90,245,270.18243408203125,504.79058837890625
101,245,227.75592041015625,379.9376220703125
84,245,292.32568359375,499.1500549316406
97,248,631.4743041992188,341.3490295410156
90,248,257.4172058105469,489.4080810546875
84,248,285.77252197265625,478.72137451171875
97,249,634.4442749023438,339.00360107421875
90,249,257.2906494140625,487.14825439453125
84,249,284.740966796875,476.27447509765625
90,250,254.55902099609375,485.6195068359375
84,250,283.53741455078125,473.321533203125
90,251,251.22911071777344,483.33367919921875
84,251,282.3638000488281,472.27081298828125
90,252,250.09686279296875,481.7425842285156
84,252,280.98223876953125,471.849365234375
90,253,250.27728271484375,480.697509765625
84,253,280.03338623046875,470.61962890625
107,253,202.96290588378906,369.9799499511719
90,254,248.94557189941406,479.67193603515625
107,254,201.6490478515625,376.9619445800781
97,254,651.9306640625,329.8561096191406
90,255,248.29672241210938,477.01116943359375
107,255,200.01068115234375,378.7174377441406
97,255,654.65283203125,327.89495849609375
90,256,247.60089111328125,474.2378845214844
107,256,198.81578063964844,379.88885498046875
97,256,657.34814453125,326.2803649902344
90,257,244.8900604248047,471.187255859375
107,257,196.6239013671875,380.54559326171875
97,257,659.215576171875,326.2178039550781
84,257,272.55181884765625,455.7272033691406
90,258,242.14137268066406,467.45037841796875
97,258,661.0545654296875,325.5614013671875
84,258,270.796142578125,451.9505615234375
90,259,240.77084350585938,464.9927978515625
97,259,661.7943115234375,324.625
84,259,269.8885803222656,447.76953125
90,260,238.43881225585938,459.45013427734375
97,260,663.6139526367188,323.08929443359375
84,260,268.64715576171875,443.694580078125
90,261,236.4803009033203,456.0477294921875
97,261,670.419921875,322.27099609375
84,261,265.7857666015625,440.0083312988281
90,262,233.144287109375,451.8565979003906
97,262,670.6944580078125,320.60546875
84,262,263.62188720703125,437.35980224609375
90,263,231.2920684814453,448.37451171875
97,263,669.7325439453125,318.87310791015625
