person_id,time,x,y
1,0,291.22137451171875,395.24090576171875
2,0,228.29891967773438,560.805908203125
3,0,681.168212890625,420.08172607421875
4,0,538.6791381835938,239.91835021972656
5,0,123.09371185302734,289.09747314453125
1,1,292.08758544921875,392.9136962890625
2,1,228.40451049804688,560.86328125
3,1,679.3150024414062,419.5199279785156
4,1,540.77197265625,239.14276123046875
5,1,123.63461303710938,287.41497802734375
1,2,292.694580078125,391.2987365722656
2,2,228.45437622070312,560.814697265625
3,2,676.036865234375,421.9734802246094
4,2,542.79541015625,238.72830200195312
6,2,441.33514404296875,299.943603515625
7,2,109.08740234375,287.6996765136719
1,3,293.86907958984375,389.9573059082031
2,3,228.4306640625,560.8204345703125
3,3,675.2698974609375,420.2737121582031
4,3,545.0357666015625,238.39566040039062
6,3,442.7771301269531,299.26446533203125
7,3,110.53964233398438,287.39349365234375
1,4,295.21759033203125,388.962646484375
2,4,228.47935485839844,560.7361450195312
3,4,673.7994384765625,419.81317138671875
4,4,547.527587890625,238.89407348632812
6,4,444.6290588378906,297.91998291015625
7,4,111.45730590820312,287.2856140136719
1,5,296.642822265625,388.7176513671875
2,5,228.44883728027344,560.7071533203125
3,5,673.1912231445312,419.1313171386719
4,5,550.07080078125,238.80630493164062
6,5,446.5752868652344,297.49591064453125
5,5,128.93978881835938,286.3599548339844
1,6,298.12493896484375,388.09393310546875
2,6,228.50059509277344,560.6951904296875
3,6,669.6902465820312,419.28802490234375
4,6,552.6107177734375,238.7999267578125
6,6,448.01190185546875,297.7591857910156
5,6,131.01882934570312,285.9215393066406
1,7,299.7400817871094,387.5051574707031
2,7,228.51321411132812,560.6654052734375
3,7,666.4472045898438,419.29718017578125
6,7,449.4285583496094,298.0111389160156
5,7,132.3975830078125,284.6600341796875
1,8,301.0051574707031,387.041015625
2,8,228.47732543945312,560.6568603515625
3,8,663.4517822265625,420.8555908203125
6,8,451.406005859375,298.4781494140625
14,8,663.709716796875,313.9244689941406
7,8,116.01402282714844,282.6728820800781
1,9,301.80047607421875,386.3914794921875
2,9,228.49520874023438,560.6307373046875
3,9,659.8507690429688,427.7528381347656
6,9,453.01837158203125,298.1649169921875
14,9,663.4014892578125,314.31707763671875
18,9,555.3322143554688,476.90972900390625
7,9,116.73939514160156,281.13909912109375
1,10,302.4786682128906,385.4271240234375
2,10,228.50482177734375,560.4982299804688
3,10,658.4481811523438,427.35675048828125
6,10,454.7777099609375,298.3463439941406
14,10,661.069580078125,311.6093444824219
18,10,555.2166748046875,477.14471435546875
7,10,117.53600311279297,279.31817626953125
19,10,687.4485473632812,207.3551025390625
1,11,303.61212158203125,383.9768981933594
2,11,228.5555419921875,560.4329833984375
3,11,657.8436279296875,422.081298828125
6,11,456.56097412109375,298.1570739746094
14,11,660.2080688476562,311.787353515625
18,11,555.4813842773438,477.25457763671875
7,11,117.69361114501953,278.1711120605469
19,11,687.1389770507812,206.69281005859375
1,12,304.695556640625,381.98724365234375
2,12,228.56199645996094,560.4386596679688
6,12,459.79669189453125,298.032958984375
14,12,662.8933715820312,314.11370849609375
18,12,555.4586181640625,477.093505859375
7,12,118.0093994140625,278.1116943359375
19,12,686.5252075195312,206.66278076171875
1,13,305.4169921875,379.8021240234375
2,13,228.45123291015625,560.41748046875
