time,speed,direction,density,direction_entropy,avg_neighbor_dist
0,,,2,-0.0,335.0111199780696
1,1.1363162400544373,3.0022669122876278,1,-0.0,0.0
2,3.214310030041623,-2.8835020264681623,1,-0.0,0.0
3,3.235727137111943,3.004949491098706,1,-0.0,0.0
4,2.9229731338509968,-2.894375509483776,1,-0.0,0.0
5,3.336017690315643,2.075595331037539,1,-0.0,0.0
0,,,2,-0.0,335.0111199780696
20,,,1,-0.0,0.0
21,1.992558631734317,-0.7640400008426828,2,-0.0,53.153617579683626
22,5.368064788023934,-0.28973772328356184,2,0.6931471805599453,46.67538666988364
23,2.6506131178235446,0.11832282434312225,2,0.6931471805599453,44.88962511157074
24,9.104675470391822,1.1070198041025243,2,0.6931471805599453,55.78739922970429
21,,,2,-0.0,53.153617579683626
22,2.006843043869319,2.5409664498057807,2,0.6931471805599453,46.67538666988364
23,1.1536246543394058,-2.8992124537634214,2,0.6931471805599453,44.88962511157074
24,7.2250224537695305,-1.7795233978781335,2,0.6931471805599453,55.78739922970429
35,,,1,-0.0,0.0
36,2.2683817240841258,-2.675093186875567,2,-0.0,481.39583635968927
37,1.2000565988012855,-2.8586611340122032,2,0.6931471805599453,479.47352274577
38,2.469732716878129,-2.5559033534314466,2,0.6931471805599453,476.2122555664675
39,3.2569733273295793,-2.555448156011939,2,0.6931471805599453,472.25754851308636
40,7.243407786027047,2.601028643396725,2,0.6931471805599453,466.8054294964002
41,5.570603856603317,2.5424981006641882,2,-0.0,278.1164962629688
42,4.611256855369884,2.8342244167784623,2,0.6931471805599453,271.05097294692916
43,3.7166916767944818,2.76317364098412,2,0.6931471805599453,264.98097295638274
44,2.3950740596074085,3.019336467635578,3,0.6931471805599453,142.99026149891577
45,2.9776908384483427,3.015310519103715,3,1.0986122886681096,142.2949850747182
46,3.0754192741066766,2.788893854521363,3,0.6365141682948128,141.59643742988115
47,1.9210233933765686,-2.679706957000384,3,1.0986122886681096,139.77590526554988
48,0.6527081095903066,1.5170017641289846,3,1.0986122886681096,137.5166730087938
49,2.452071535620543,2.5045583398656093,3,1.0986122886681096,136.6081380159903
50,2.819977535852289,3.1368850999488105,3,1.0986122886681096,133.80444304649458
51,4.448783642657596,-2.2225319818666045,3,1.0986122886681096,130.93749570340177
52,3.4569292566641567,-2.4920637880849954,2,0.6931471805599453,194.39498696286975
56,10.111239907069796,3.113459471773723,2,0.6931471805599453,192.52359034212748
59,8.859637759448052,3.043887256048152,2,0.6931471805599453,192.11989055631247
60,3.6137782548918445,2.484657177712994,2,0.6931471805599453,193.32291769562613
61,2.408993173746785,-2.3387259667560474,3,1.0986122886681096,122.6048587276307
62,2.80799515344489,2.4897708297883843,3,0.6365141682948128,120.4971234083621
63,4.545960107440351,-3.0718606768281465,3,1.0986122886681096,125.533412200876
64,2.9037028876039144,-2.8950743811193473,2,0.6931471805599453,158.93867887096502
65,4.327575597080702,2.7785664088833255,2,0.6931471805599453,152.121047911929
66,2.0817453723122057,0.35089516907011126,2,0.6931471805599453,151.29166703546795
67,5.703885073913789,3.0421752826559203,2,0.6931471805599453,143.777020412357
68,3.661246738431781,3.0333811489997116,2,0.6931471805599453,137.53765524296213
69,2.4462858198148214,-3.1347188378528084,2,0.6931471805599453,133.7926950342556
70,2.871890798371947,2.651662205628649,3,0.6931471805599453,176.94931705418972
71,0.966029415502601,-1.8738847260510023,3,0.6931471805599453,125.02056562532618
72,0.6267923463868599,1.422729741302815,2,0.6931471805599453,3.4114237092593083
73,1.8302312217458412,2.277624882189493,2,0.6931471805599453,1.0576641974035743
74,1.947092985317175,2.8627526146920506,3,0.6931471805599453,65.37831617696206
76,4.290613333987681,-2.287489217247536,3,0.6365141682948128,67.45582910395949
79,5.676709598997347,2.874524909322049,6,1.3321790402101223,54.14637402559875
93,27.734054795283804,-2.9050436883390525,2,0.6931471805599453,46.572355599655424
94,2.2278189017166,-2.7855186996705865,2,0.6931471805599453,44.89020579859673
95,1.578176494032094,2.9757318750245587,2,0.6931471805599453,42.77723502458897
96,1.1478369887969933,3.015984526866851,2,0.6931471805599453,40.402849791751756
97,1.5467656896482096,-3.042544372770855,3,0.6365141682948128,89.82997520330922
98,4.358385391715899,2.0821502172599553,3,1.0986122886681096,87.39858893847192
112,27.89560763000506,3.039117464392955,2,0.6931471805599453,51.824902906250486
113,2.9381208906571494,3.083154605441042,3,0.6365141682948128,104.90337140529823
114,2.0260396083645156,-3.022117664994607,2,0.6931471805599453,64.7269774008111
115,2.9338110508039166,2.1090929455575,1,-0.0,0.0
116,2.5869571175309707,2.802912523534331,3,1.0986122886681096,85.11602642382884
117,5.007700042998054,2.860101152726447,3,1.0986122886681096,89.21956533393161
118,2.8666152560076013,-2.6220411592985555,3,0.6365141682948128,92.40172408056212
119,5.741789595447993,2.579829344536109,2,0.6931471805599453,90.2732092705709
120,1.9197707451432906,1.9300060847766765,2,0.6931471805599453,92.92778055875539
121,1.4091390909888986,2.9183665928816813,1,-0.0,0.0
122,2.2381750937947538,3.0681839290993276,1,-0.0,0.0
123,2.3562805526843316,2.743704106529017,2,0.6931471805599453,103.63714119889994
124,2.0138082719390242,2.4091436318244197,2,0.6931471805599453,107.3771177679835
125,2.824967160689431,-2.7429748375275764,2,0.6931471805599453,113.11686052999674
126,3.515764461638635,2.8514386843515065,3,0.6365141682948128,113.26026564809388
127,3.672740670512832,2.899471661032008,3,1.0986122886681096,118.05386519053998
128,3.0823167522412382,2.3492074719776,3,1.0986122886681096,120.6947340448998
129,2.9802790166739013,-2.8843351302689744,5,1.0397207708399179,171.31135699372868
130,1.467197955772714,0.19892933851710834,5,1.3321790402101223,172.03710446140516
131,9.261498942003204,3.0256420005869895,5,1.3321790402101223,172.4624041676513
132,5.464681970715033,2.8534426118055105,5,1.6094379124341005,173.38055478534517
133,2.1180583704129288,2.8026548961869344,5,1.3321790402101223,173.64130114165124
134,1.3076398433007326,2.850001737142252,5,1.0549201679861442,174.0451123408387
135,1.771173041848445,2.9696513028621254,6,1.3321790402101223,138.98315327932332
136,0.6919367615135196,2.815978745145271,6,1.5607104090414063,141.08670824873744
137,1.3592923172792215,2.869112333075518,5,1.6094379124341005,112.7072752714869
138,3.0498395008418107,-2.7202817572707785,4,1.0986122886681096,206.36094065559388
139,3.7571875695457253,-2.493456856722877,4,1.3862943611198906,206.5846869436091
