time,speed,direction,density,direction_entropy,avg_neighbor_dist
0,,,5,-0.0,202.49333570058033
1,2.4831885385256887,-1.2144738116296463,5,1.3321790402101223,202.57659577122348
2,1.7252644337601348,-1.2112741381014334,6,1.0397207708399179,171.68797963457902
3,1.782942884535212,-0.8516507326261458,6,1.5607104090414063,171.5152785769718
4,1.675657659310272,-0.6355167521274158,6,1.3296613488547582,171.19016307354283
5,1.4461357723191473,-0.17023467297203076,6,0.6365141682948128,168.88244324948815
6,1.6080094465221941,-0.398332803797274,6,0.8675632284814612,168.71069106828784
7,1.7191111320708052,-0.3495642124561585,5,1.3321790402101223,196.2140428640273
8,1.3475326111649013,-0.35164041118389977,6,1.3321790402101223,160.58303961523185
9,1.026853869314939,-0.6848408118405421,7,1.3296613488547582,156.365866260177
10,1.1789512488073304,-0.9578861309658492,8,1.5498260458782016,149.80655522853004
11,1.8406171514581788,-0.9073944934101721,8,1.3208883431493221,150.00234147039885
12,2.2655146697327164,-1.0721591458475088,7,1.5498260458782016,167.94648185178474
13,2.3011338598452324,-1.2519059509723174,8,1.7328679513998633,149.96093675091615
14,3.7503214371774343,-1.3410326621734627,7,1.7478680974667573,173.18335379242632
15,3.814456859245898,-1.3358089870205168,7,1.5498260458782016,173.1623390687349
16,3.099333938074083,-1.334928490309105,8,1.7328679513998633,150.49934198899024
17,2.981234122542421,-1.3612909032373024,8,1.7328679513998633,150.79086800163168
18,1.4158872667869078,-0.899754757750568,8,1.4750763110546947,125.2520024113963
19,1.7457135789911538,-0.9937175606695555,8,1.3862943611198906,125.33520312408538
20,2.032069820241875,-0.25664187465801347,8,1.6674619334292948,125.30549133715411
21,1.2361036717630625,-0.7338060471546519,7,1.5498260458782016,142.78774663562595
22,1.6269278807702685,-0.7746145147755569,7,1.7478680974667573,171.23164370315698
23,1.7415626299605547,-0.47728366176413634,5,1.3321790402101223,167.4545349726772
24,1.5262295645054333,-0.3153705009685846,4,1.3862943611198906,173.9923740098773
25,1.3785138453247525,-0.3156109377564707,4,1.3862943611198906,174.70355960118366
26,1.831508128923768,-0.835104146346899,4,1.3862943611198906,161.74157829341095
27,1.9192088931333757,-1.0200330543533207,5,1.6094379124341005,156.85026226293888
28,2.568701785074804,-1.2158356704321276,5,1.3321790402101223,156.5657663910045
29,3.5786890986610596,-1.124135541966723,4,1.3862943611198906,147.15798651308938
30,2.950946888435812,-1.1584291128461233,4,0.6931471805599453,147.78957971599735
31,3.271482555474302,-0.995018654074278,4,1.3862943611198906,165.0561436337296
32,3.8112372308757547,-0.9797267727517149,5,1.3862943611198906,175.39517195940715
33,2.5027308666013535,-1.1042258018850302,4,1.3862943611198906,253.2879858330673
34,2.361498490719918,-0.5380325737498828,4,1.3862943611198906,253.40698092874035
35,1.7184914169539232,0.012679804190606566,4,1.0397207708399179,253.15512877067104
36,1.224184102345295,-0.2308422951796843,4,0.5623351446188083,253.03113574514563
37,0.9549258077503494,-0.3897761412644346,4,1.0397207708399179,252.90805399996472
38,1.4332869137044189,-0.6323012704814693,4,1.3862943611198906,252.70372140788842
39,1.0649260848218696,-0.9686934694320664,5,1.6094379124341005,196.6655985762091
40,1.485503276121972,-1.0044925271794556,6,1.3321790402101223,195.1858338494881
41,1.566951181273884,-1.2538250028609954,6,1.242453324894,196.28436017044922
42,1.952469135790232,-1.0173596326757999,6,1.3296613488547582,196.30320119134316
43,1.9184146809921878,-0.8122964443359372,5,1.6094379124341005,197.63397796034943
44,1.6337672142054607,-0.8415494698446079,5,1.3321790402101223,197.48032473060397
45,2.983075504650135,-1.0517479182407516,5,1.3321790402101223,199.14887270394206
46,3.286637452248767,-0.7086877075202205,5,1.6094379124341005,199.17699182678197
47,4.1279346385039,-0.6960284502744505,3,1.0986122886681096,222.372231783059
48,3.7235478873714167,-1.0619329792777275,4,1.0986122886681096,199.70516177132237
49,2.4864361208395125,-1.2876816853761641,4,1.0397207708399179,200.24551206369537
50,1.7163519136217218,-0.9598606070359678,4,1.3862943611198906,200.56618170327022
51,1.5608654293876747,-0.5618406741546511,4,1.0397207708399179,200.691369481555
52,0.8582930652099265,-0.7281689263193587,4,1.3862943611198906,200.62723688617552
53,1.1823416230560808,-0.36922339861186454,4,1.3862943611198906,200.4338202258066
54,2.4711074658443466,-0.2713699334655428,5,1.3321790402101223,214.0897020176181
55,0.7078852475068057,-1.4797929686777886,5,1.3321790402101223,213.94337110566184
56,1.6115798698630768,-0.45074105647077517,5,1.6094379124341005,213.83420886800118
57,1.025735067009222,-0.4160493166963773,5,1.3321790402101223,213.72109408435304
58,0.8402343784138969,-0.5120867507727621,4,1.3862943611198906,259.75489992135635
59,1.8763344002439395,-0.5109515111117767,5,1.0549201679861442,213.95030115252885
60,3.8022046203869393,-0.9485118863961775,4,1.3862943611198906,204.25834329040805
61,2.6848272521201366,-1.0804224450580702,3,1.0986122886681096,263.1363661010871
62,3.126748805813789,-1.0129594934571429,3,1.0986122886681096,263.40337806024075
63,3.4203792362326295,-0.6554394017879992,3,0.6365141682948128,264.04792863610794
64,6.199130865013717,-0.9938642986797576,3,0.6365141682948128,264.148180245883
65,2.8063828192963998,-0.4863118535591197,4,1.0986122886681096,263.06712831655216
66,2.1091188091981365,-0.04488452353999512,4,1.0397207708399179,263.21733319436294
67,2.163728028832639,-0.858146639475148,4,1.0397207708399179,263.260348798338
68,2.5609757659251513,0.8366853898575659,4,1.0397207708399179,263.29915179623606
69,1.7992010263331153,0.5253798467285108,5,1.3862943611198906,270.5030934971264
70,1.4908988447431397,-0.1522026851746476,5,1.6094379124341005,270.50371081818315
71,2.07880029538254,-0.16774554133541197,5,1.3321790402101223,270.2819397120928
72,2.3159823835978854,0.02302216081250928,4,1.0397207708399179,276.31833090855145
73,1.6593027605278101,-0.3130787890830936,4,1.0397207708399179,276.58596734496984
74,2.168382803796028,-0.6115930038655253,4,1.0397207708399179,276.09328189456903
75,2.4590835161198186,-0.7631246197872067,4,1.0397207708399179,276.04115799453814
76,4.590994445644333,-0.9382980007566593,4,1.0397207708399179,276.9932759345187
77,4.831484715523541,-1.0444314167550337,4,1.0397207708399179,276.1388730318433
78,2.5430801276750916,-1.0028678582970876,3,1.0986122886681096,302.7761407699216
79,1.672598051034561,-0.271572892847071,4,1.0397207708399179,275.1587012815096
80,3.3641540007499615,-0.3513533790594444,3,1.0986122886681096,272.0009681207468
81,3.2181329396104172,0.10759304197812451,4,1.0986122886681096,277.2401834762029
82,1.9364388861499633,-0.8056588828980913,5,1.0397207708399179,207.01279027733486
83,1.1457852912082722,-0.8045907129739153,6,1.7917594692280547,148.44458594328898
84,3.2057807462843217,-0.1113899480803904,4,1.3862943611198906,193.3501663974384
85,1.524763436270588,0.7146049431415964,5,1.0397207708399179,190.14356422330223
86,9.872794804859648,0.12419396611321475,6,1.0549201679861442,145.5265024115115
87,3.8746870342557482,0.05351240359675446,5,1.3321790402101223,137.06792999878544
88,4.540697960561113,-3.091238555106602,6,1.3321790402101223,115.37224710850911
89,6.377363256684346,-0.019180646982364935,6,1.0114042647073518,115.96786129566378
