person_id,time,x,y
22,283,108.16189575195312,166.23065185546875
22,284,109.53196716308594,167.9909210205078
22,285,110.48796081542969,168.3829345703125
22,286,110.74443817138672,147.1461181640625
22,287,110.85661315917969,140.541015625
22,288,110.76284790039062,137.846435546875
47,493,184.27362060546875,87.30254364013672
47,494,183.93267822265625,87.4030990600586
49,705,235.10018920898438,66.57022094726562
49,706,236.47291564941406,66.63667297363281
49,707,236.72348022460938,68.00093841552734
49,708,235.90704345703125,69.08415222167969
49,709,236.1983642578125,68.86404418945312
49,710,237.53594970703125,68.53630828857422
49,711,238.53179931640625,68.27999114990234
49,712,238.14190673828125,68.14789581298828
49,713,238.02658081054688,68.00210571289062
49,714,240.7459716796875,68.33721160888672
49,715,242.41111755371094,68.42266082763672
49,716,241.70953369140625,68.42987060546875
49,717,241.61788940429688,68.65902709960938
49,718,244.67752075195312,68.78236389160156
49,719,245.6813201904297,68.51415252685547
49,720,246.33287048339844,68.25019836425781
49,721,246.27215576171875,68.23491668701172
49,722,245.64466857910156,68.46041107177734
49,723,244.65948486328125,68.72010803222656
49,724,243.97213745117188,68.76033782958984
49,725,242.71640014648438,68.8062973022461
49,726,241.79856872558594,68.85566711425781
49,727,240.8175506591797,68.9510726928711
49,728,238.8611297607422,71.57759094238281
49,729,238.65399169921875,73.81053161621094
49,730,238.3360137939453,75.72797393798828
49,731,236.3749542236328,78.07622528076172
49,732,235.65298461914062,80.54473114013672
49,733,235.2821044921875,81.43174743652344
50,733,236.14273071289062,70.17913818359375
49,734,234.54287719726562,81.36253356933594
49,735,233.44873046875,81.69367980957031
49,736,232.411376953125,81.53810119628906
50,736,232.70237731933594,69.41686248779297
49,737,231.85064697265625,81.35475158691406
50,737,232.3777618408203,69.40100860595703
50,738,229.88490295410156,70.48202514648438
50,739,228.3325958251953,71.60246276855469
50,740,227.27658081054688,78.81607818603516
50,741,226.23703002929688,81.52300262451172
50,742,225.1854248046875,82.58157348632812
50,743,223.81088256835938,82.31583404541016
50,744,220.74752807617188,84.11141967773438
50,745,219.66094970703125,90.54344177246094
50,746,219.01593017578125,92.8109359741211
50,747,217.7265625,93.90255737304688
50,748,215.26956176757812,89.9979248046875
50,749,213.72116088867188,88.66171264648438
50,750,210.77377319335938,88.67970275878906
50,751,209.36935424804688,88.55901336669922
50,752,206.97195434570312,92.651123046875
50,753,205.42587280273438,93.77259826660156
50,754,203.83560180664062,95.227783203125
50,757,196.42022705078125,95.32073211669922
50,758,193.99273681640625,95.08921813964844
50,760,187.8345947265625,98.0107421875
50,761,187.55674743652344,98.8112564086914
50,762,187.0638427734375,98.96707153320312
50,763,186.98568725585938,100.86065673828125
50,764,186.18698120117188,103.82522583007812
50,765,186.19241333007812,105.29080963134766
50,766,185.44671630859375,105.9349365234375
50,767,183.22772216796875,106.27490234375
50,768,182.0487060546875,105.76727294921875
50,769,178.9276580810547,105.53496551513672
50,770,177.75326538085938,103.99119567871094
50,771,175.774658203125,103.68680572509766
50,772,174.6401824951172,102.54371643066406
50,773,174.51559448242188,103.00896453857422
50,774,176.26063537597656,107.5757827758789
50,775,175.86785888671875,108.90328979492188
50,776,176.91302490234375,109.7791976928711
50,777,177.57061767578125,110.09558868408203
50,778,177.0433349609375,111.12699890136719
50,779,176.731689453125,111.85419464111328
50,780,176.71983337402344,117.26972961425781
50,781,177.62326049804688,119.79755401611328
50,782,177.90638732910156,121.17100524902344
50,783,178.2159881591797,115.3942642211914
50,784,174.6599884033203,114.37224578857422
50,785,174.345703125,116.31883239746094
50,786,174.27108764648438,116.89571380615234
50,787,175.3538818359375,116.35043334960938
50,788,175.1859893798828,116.21946716308594
50,789,175.10452270507812,115.8884048461914
50,790,174.64874267578125,115.66353607177734
50,791,174.37484741210938,115.26249694824219
50,792,173.95404052734375,115.27999114990234
50,793,172.81065368652344,115.99952697753906
50,794,171.38836669921875,117.27128601074219
50,795,164.29425048828125,119.21987915039062
50,796,167.07106018066406,119.76487731933594
50,797,168.10159301757812,121.60151672363281
50,798,167.94947814941406,122.60118103027344
50,799,168.12437438964844,121.89199829101562
50,800,168.5564727783203,121.94790649414062
